"rating_id","country_id","coder_id","question_id","code","confidence","historical_date","text_answer","timestamp","data_type","date_added","party_id","name","version","time_archived"
733613,15,409,328,NA,NA,"","Es importante señalar que en el caso colomabiano la década de 1948 - 1958 (Epoca de la violencia politica) es un punto de inflexión para la implementación de las libertades civiles.

De igual forma la década de los ochenta con el narcotrafico y su capacidad de penetración dentro del sistema político como los noventa y el conflcto paramilitarismo - guerrilla erosiona gravemente la garantia de estas libertades.


Importantly, if the early colomabiano 1948 - 1958 (Age of political violence) is a turning point for the implementation of civil liberties.

 Likewise, the eighties with drug trafficking and its ability to penetrate within the political system as the nineties and the paramilitary conflcto - guerrilla seriously erodes the guarantee of these freedoms.","","","",NA,"v2clcommnt",9,""
33087404,15,473,328,NA,0,"","It is important to start thinking about the implications of the existence of simultaneous institutional orders in countries such as mine for the respect and guarantee of civil liberties. 

The phrasing of the question about political killings is confusing in Spanish","2019-01-29 04:47:26","","2019-01-29 04:47:26",NA,"v2clcommnt",9,""
1139846,15,474,328,NA,NA,"","These are complex questions and it is difficult to make generalizations over time and across the entire territory. However, I tried to answer them to the best of my ability and knowledge. ","","","",NA,"v2clcommnt",9,""
29904749,15,898,328,NA,0,"","The differences in scores for 2018 and the previous years reflect what I see as a deterioration of civil liberties in general, but particularly in the security of social leaders (who are more and more murdered) since the assumption of Duque","2019-01-09 19:39:20","","2019-01-09 19:39:20",NA,"v2clcommnt",9,""
23964651,15,938,328,NA,0,"","Considero que se debe especificar el entendimiento de la esclavitud para la encuesta, dada la existencia de formas contemporáneas de esclavitud que son algo distintas de la concepción clásica de este crimen.","2017-01-09 00:36:49","","",NA,"v2clcommnt",9,""
2931409,15,950,328,NA,NA,"","Quiero hacer un comentario general.  Muchas preguntas son realmente difíciles de codificar, tanto por la existencia de enormes variaciones regionales, como por la presencia de procesos simultáneos contradictorios.  Incluso en preguntas de temas muy familiares para mi, como la violencia política, poner un referente numérico único me resultó complicado (p. ej. con el presidente Uribe se dio tanto la desmovilización de grupos paramilitares, como una incitación a la violencia del propio presidente...).  En la pregunta sobre la esclavitud, se que hay desde hace muchos años trabajo infantil forzado, trata de personas para prostitución, etc., pero es muy difícil establecer una verdadera fecha de inicio.  La adopción de tratados y la globalización dan una pista, pero es demasiado general -y los estimativos de víctimas sólo se hacen desde hace algunos años...  Muchas calificaciones (mías y de otros) se deben tomar con beneficio de inventario...  no hay tanta precisión en los datos disponibles.","","","",NA,"v2clcommnt",9,""
20131801,15,1339,328,NA,NA,"","There is a substantial variation within urban settings regarding respect for civil liberties. ","2016-01-17 17:01:03","","",NA,"v2clcommnt",9,""
28557722,15,4944,328,NA,0,"","Colombia está ""ad portas"" de un proceso importante de transformaciones sociales y políticas  en relación con las libertades civiles, como resultado de los acuerdos de paz firmados en 2016 entre el Gobierno nacional y la organización guerrillera Farc.
Sin embargo, no se evidencian todavía unos cambios efectivos en las prácticas políticas, sociales y culturales que sean relevantes al punto de señalarlos aún en las respuestas a las preguntas previas.","2018-01-30 09:50:50","","2018-01-30 09:50:50",NA,"v2clcommnt",9,""
733613,15,409,328,NA,NA,"","Es importante señalar que en el caso colomabiano la década de 1948 - 1958 (Epoca de la violencia politica) es un punto de inflexión para la implementación de las libertades civiles.

De igual forma la década de los ochenta con el narcotrafico y su capacidad de penetración dentro del sistema político como los noventa y el conflcto paramilitarismo - guerrilla erosiona gravemente la garantia de estas libertades.


Importantly, if the early colomabiano 1948 - 1958 (Age of political violence) is a turning point for the implementation of civil liberties.

 Likewise, the eighties with drug trafficking and its ability to penetrate within the political system as the nineties and the paramilitary conflcto - guerrilla seriously erodes the guarantee of these freedoms.","","","",NA,"v2clcommnt",8,""
19831434,15,473,328,NA,NA,"","It is important to start thinking about the implications of the existence of simultaneous institutional orders in countries such as mine for the respect and guarantee of civil liberties. ","2016-01-08 17:56:38","","",NA,"v2clcommnt",8,""
1139846,15,474,328,NA,NA,"","These are complex questions and it is difficult to make generalizations over time and across the entire territory. However, I tried to answer them to the best of my ability and knowledge. ","","","",NA,"v2clcommnt",8,""
28481026,15,898,328,NA,0,"","Hello, 

I think the questions about numbers and proportions are tricky to answer, especially in the vignettes ","2018-01-26 16:03:21","","2018-01-26 16:03:21",NA,"v2clcommnt",8,""
23964651,15,938,328,NA,0,"","Considero que se debe especificar el entendimiento de la esclavitud para la encuesta, dada la existencia de formas contemporáneas de esclavitud que son algo distintas de la concepción clásica de este crimen.","2017-01-09 00:36:49","","",NA,"v2clcommnt",8,""
2931409,15,950,328,NA,NA,"","Quiero hacer un comentario general.  Muchas preguntas son realmente difíciles de codificar, tanto por la existencia de enormes variaciones regionales, como por la presencia de procesos simultáneos contradictorios.  Incluso en preguntas de temas muy familiares para mi, como la violencia política, poner un referente numérico único me resultó complicado (p. ej. con el presidente Uribe se dio tanto la desmovilización de grupos paramilitares, como una incitación a la violencia del propio presidente...).  En la pregunta sobre la esclavitud, se que hay desde hace muchos años trabajo infantil forzado, trata de personas para prostitución, etc., pero es muy difícil establecer una verdadera fecha de inicio.  La adopción de tratados y la globalización dan una pista, pero es demasiado general -y los estimativos de víctimas sólo se hacen desde hace algunos años...  Muchas calificaciones (mías y de otros) se deben tomar con beneficio de inventario...  no hay tanta precisión en los datos disponibles.","","","",NA,"v2clcommnt",8,""
20131801,15,1339,328,NA,NA,"","There is a substantial variation within urban settings regarding respect for civil liberties. ","2016-01-17 17:01:03","","",NA,"v2clcommnt",8,""
28557722,15,4944,328,NA,0,"","Colombia está ""ad portas"" de un proceso importante de transformaciones sociales y políticas  en relación con las libertades civiles, como resultado de los acuerdos de paz firmados en 2016 entre el Gobierno nacional y la organización guerrillera Farc.
Sin embargo, no se evidencian todavía unos cambios efectivos en las prácticas políticas, sociales y culturales que sean relevantes al punto de señalarlos aún en las respuestas a las preguntas previas.","2018-01-30 09:50:50","","2018-01-30 09:50:50",NA,"v2clcommnt",8,""
733613,15,409,328,NA,NA,"","Es importante señalar que en el caso colomabiano la década de 1948 - 1958 (Epoca de la violencia politica) es un punto de inflexión para la implementación de las libertades civiles.

De igual forma la década de los ochenta con el narcotrafico y su capacidad de penetración dentro del sistema político como los noventa y el conflcto paramilitarismo - guerrilla erosiona gravemente la garantia de estas libertades.


Importantly, if the early colomabiano 1948 - 1958 (Age of political violence) is a turning point for the implementation of civil liberties.

 Likewise, the eighties with drug trafficking and its ability to penetrate within the political system as the nineties and the paramilitary conflcto - guerrilla seriously erodes the guarantee of these freedoms.","","","",NA,"v2clcommnt",7,""
19831434,15,473,328,NA,NA,"","It is important to start thinking about the implications of the existence of simultaneous institutional orders in countries such as mine for the respect and guarantee of civil liberties. ","2016-01-08 17:56:38","","",NA,"v2clcommnt",7,""
1139846,15,474,328,NA,NA,"","These are complex questions and it is difficult to make generalizations over time and across the entire territory. However, I tried to answer them to the best of my ability and knowledge. ","","","",NA,"v2clcommnt",7,""
23964651,15,938,328,NA,0,"","Considero que se debe especificar el entendimiento de la esclavitud para la encuesta, dada la existencia de formas contemporáneas de esclavitud que son algo distintas de la concepción clásica de este crimen.","2017-01-09 00:36:49","","",NA,"v2clcommnt",7,""
2931409,15,950,328,NA,NA,"","Quiero hacer un comentario general.  Muchas preguntas son realmente difíciles de codificar, tanto por la existencia de enormes variaciones regionales, como por la presencia de procesos simultáneos contradictorios.  Incluso en preguntas de temas muy familiares para mi, como la violencia política, poner un referente numérico único me resultó complicado (p. ej. con el presidente Uribe se dio tanto la desmovilización de grupos paramilitares, como una incitación a la violencia del propio presidente...).  En la pregunta sobre la esclavitud, se que hay desde hace muchos años trabajo infantil forzado, trata de personas para prostitución, etc., pero es muy difícil establecer una verdadera fecha de inicio.  La adopción de tratados y la globalización dan una pista, pero es demasiado general -y los estimativos de víctimas sólo se hacen desde hace algunos años...  Muchas calificaciones (mías y de otros) se deben tomar con beneficio de inventario...  no hay tanta precisión en los datos disponibles.","","","",NA,"v2clcommnt",7,""
20131801,15,1339,328,NA,NA,"","There is a substantial variation within urban settings regarding respect for civil liberties. ","2016-01-17 17:01:03","","",NA,"v2clcommnt",7,""
50644962,15,6010,400,NA,0,"","Los organismos electorales gozan de muy mala percepción ciudadana y su desempeño es paupérrimo en el último tiempo. Especialmente la registraduría nacional que presentó enormes problemas y su actuar sembró dudas en las elecciones legislativas de marzo. De igual modo el CNE es de composición partidaria y el contencioso electoral está desorganizado y a cargo de múltiples instancias.
 ","2023-01-03 12:05:08","","2023-01-03 12:05:08",NA,"v2elcomcom",13,""
51634077,15,854,400,NA,0,"","Para lo cerrado de los resultados finales, no se presentaron conflictos de desconocimiento por parte de los partidos derrotados, se aceptaron los resultados y se produjo el cambio de mando","2023-01-21 11:27:19","","2023-01-21 11:27:19",NA,"v2elcomcom",13,""
51652328,15,5994,400,NA,0,"",NA,"2023-01-21 17:40:00","","2023-01-21 17:40:00",NA,"v2elcomcom",13,""
48665877,15,854,400,NA,0,"","sin comentarios","2022-01-20 21:40:57","","2022-01-20 21:40:57",NA,"v2elcomcom",12,""
48042894,15,5994,400,NA,0,"",NA,"2022-01-17 02:35:05","","2022-01-17 02:35:05",NA,"v2elcomcom",12,""
48331462,15,6010,400,NA,0,"","La competencia electoral ha ido mejorando. De todas maneras, persisten formas sutiles de intimidación electoral (con mayor frecuencia ocurren en época pre-electoral, en zonas rurales y en elecciones locales), así como hay mucha hipocresía en el manejo de la financiación electoral (campañas que valen 5mil millones de pesos al congreso pero los topes son de 1mil millones, ejemplo). 
Tanto el CNE como la Registraduría son organismos altamente politizados partidariamente y con escasa independencia y profesionalismo, en comparación con sus pares latinoamericanos. 


","2022-01-18 18:14:49","","2022-01-18 18:14:49",NA,"v2elcomcom",12,""
45522866,15,413,400,NA,0,"","None.","2021-01-31 16:59:58","","2021-01-31 16:59:58",NA,"v2elcomcom",11,""
45499416,15,854,400,NA,0,"","No se realizaron comicios durante el ano 2020","2021-01-31 11:56:51","","2021-01-31 11:56:51",NA,"v2elcomcom",11,""
42977123,15,4961,400,NA,0,"","N/A","2021-01-12 15:51:53","","2021-01-12 15:51:53",NA,"v2elcomcom",11,""
45008229,15,5994,400,NA,0,"",NA,"2021-01-25 06:04:07","","2021-01-25 06:04:07",NA,"v2elcomcom",11,""
28326850,15,34,400,NA,0,"","","2020-01-02 20:48:54","","2018-01-23 16:24:41",NA,"v2elcomcom",10,""
13501546,15,267,400,NA,77,"2010-06-20","","2020-01-02 20:48:54","","",NA,"v2elcomcom",10,""
28450716,15,447,400,NA,0,"","","2020-01-02 20:48:54","","2018-01-25 12:23:29",NA,"v2elcomcom",10,""
905222,15,484,400,NA,NA,"","","2020-01-02 20:48:54","","",NA,"v2elcomcom",10,""
36384056,15,489,400,NA,0,"","There are two systems of financing of politics in Colombia: one for the presidential and one for the campaigns. The presidential campaign regime is predominantly financed with public funds, while the other campaigns are mainly privately financed. The financing of non-presidential campaigns is much more susceptible to corruption and inequity than presidential campaigns. In this section, it was not possible to highlight such a difference in the severity of the problems of transparency and justice.","2020-01-09 18:41:25","","2020-01-09 18:41:25",NA,"v2elcomcom",10,""
32734048,15,854,400,NA,0,"","","2020-01-02 20:48:54","","2019-01-24 22:07:34",NA,"v2elcomcom",10,""
20151776,15,4004,400,NA,NA,"","","2020-01-02 20:48:54","","",NA,"v2elcomcom",10,""
32857994,15,4220,400,NA,0,"","","2020-01-02 20:48:54","","2019-01-25 23:17:29",NA,"v2elcomcom",10,""
28109388,15,4522,400,NA,0,"","","2020-01-02 20:48:54","","2018-01-20 17:21:05",NA,"v2elcomcom",10,""
33058226,15,5515,400,NA,0,"","","2020-01-02 20:48:54","","2019-01-28 19:06:10",NA,"v2elcomcom",10,""
28326850,15,34,400,NA,0,"","- On question v2eldommon: In answering this question I was thinking not only of ""prohibitions"" to monitor by the government but also by other actors like guerrillas or paramilitary groups. In consultation with my regional manager, Gervasoni, I used the following cutpoint to determine when a year should receive a YES: if monitors could potentially monitor 80% of the country, I would code affirmatively. Please note that this question has low levels of certainty a) because there's no reliable to date to base my answer on b) I think there's a problem with the phrasing of the question. It should not be dichotomous. Perhaps a better answer option would be a range, allowing the coder to approximate the % of the territory that monitors were present in, or could potentially monitor, if allowed.
- On question ""(Lower chamber election statutory threshold)"": there are actually two different thresholds depending on magnitude of electoral district. 50% where M = 3 or +. 30% where M = 2","2018-01-23 16:24:41","","2018-01-23 16:24:41",NA,"v2elcomcom",9,""
13501546,15,267,400,NA,77,"2010-06-20","Difficult to compare the Colombian case to the others due to territorial violence.","","","",NA,"v2elcomcom",9,""
28450716,15,447,400,NA,0,"","En 1953 no hubo elecciones. Hubo un golpe por parte del General Gustavo Rojas Pinilla. Durante el Frente Nacional (1958-1974) hubo elecciones, pero la competencia fue reducida: se dio al interior de los partidos tradicionales, y no entre ellos: cada cual tenía una cuota que estableció el FN bajo el principio de la repartición paritaria de puestos.","2018-01-25 12:23:29","","2018-01-25 12:23:29",NA,"v2elcomcom",9,""
905222,15,484,400,NA,NA,"","Las elecciones nacionales en Colombia fueron en 2002, no en 2001 como aparece en las tablas. ","","","",NA,"v2elcomcom",9,""
30593859,15,489,400,NA,0,"","Political violence in Colombia has been endemic for decades. However, the violent confrontations are not directly related to the electoral process. They influence the quality of electoral competition but do not necessarily affect the elections results in a significant fashion. However, violence in Colombia has decreased significantly in recent years with positive effects on the quality of electoral competition at the national level and in most of the territory.","2019-01-15 02:02:36","","2019-01-15 02:02:36",NA,"v2elcomcom",9,""
32734048,15,854,400,NA,0,"","La competitividad del sistema electoral, estuvo en entredicho por muchos años, el gobierno era practicamente de coalicion, el frente nacional alterno el poder por varias decadas y el votante seguia esta alternancia mostrando que no existia un apego a la ideologia particular de cada partido, las rupturas y la violencia generada por la falta de opciones politicas para el ciudadano comun, genero mucha inconsistencia en los resultados electorales, la historia mas reciente que muestra el surgimiento de nuevos partidos, asi como la obtencion de gobernaciones y alcaldias por parte de la izquierda muestra un avance en el entorno politico, sin embargo la izquierda no ha concretado un avance en elecciones presidenciales y  a nivel legislativo siguen siendo minoria. el voto femenino se instauro fue a partir de la eleccion de 1958
La izquierda mutada en el discurso del progesista, se abrio camino y logro alcanzar la segunda vuelta, mas sin embargo sumo muy poco en esta segunda vuelta electoral, dandole una clara victoria al candidato de la derecha","2019-01-24 22:07:34","","2019-01-24 22:07:34",NA,"v2elcomcom",9,""
20151776,15,4004,400,NA,NA,"","No comments. ","2016-01-18 01:00:17","","",NA,"v2elcomcom",9,""
32857994,15,4220,400,NA,0,"","Election paid campaign advertisement. There were elections in Colombia in 2014, but it does not allow me to select that year. The coding for that year is the same as for all other years. 

In 2016 there was a plebiscite. I was unable to select that year to answer questions related to elections, though. 

","2019-01-25 23:17:29","","2019-01-25 23:17:29",NA,"v2elcomcom",9,""
28109388,15,4522,400,NA,0,"","There were no national elections in 2017.","2018-01-20 17:21:05","","2018-01-20 17:21:05",NA,"v2elcomcom",9,""
33058226,15,5515,400,NA,0,"","Some of the conditions in the answers make it difficult to answer accurately. There should be a comment box to note particularities. For example, yes - political parties receive financing for election media use, so that would mean 'all parties' - however, parties only qualify as parties if they received a specific percentage of voter support in the previous election. So, technically, not all parties qualify. Also, it would be helpful to have a box where one could note the main source of information or upload laws/documents that would be helpful for reference.","2019-01-28 19:06:10","","2019-01-28 19:06:10",NA,"v2elcomcom",9,""
28326850,15,34,400,NA,0,"","- On question v2eldommon: In answering this question I was thinking not only of ""prohibitions"" to monitor by the government but also by other actors like guerrillas or paramilitary groups. In consultation with my regional manager, Gervasoni, I used the following cutpoint to determine when a year should receive a YES: if monitors could potentially monitor 80% of the country, I would code affirmatively. Please note that this question has low levels of certainty a) because there's no reliable to date to base my answer on b) I think there's a problem with the phrasing of the question. It should not be dichotomous. Perhaps a better answer option would be a range, allowing the coder to approximate the % of the territory that monitors were present in, or could potentially monitor, if allowed.
- On question ""(Lower chamber election statutory threshold)"": there are actually two different thresholds depending on magnitude of electoral district. 50% where M = 3 or +. 30% where M = 2","2018-01-23 16:24:41","","2018-01-23 16:24:41",NA,"v2elcomcom",8,""
13501546,15,267,400,NA,77,"2010-06-20","Difficult to compare the Colombian case to the others due to territorial violence.","","","",NA,"v2elcomcom",8,""
28450716,15,447,400,NA,0,"","En 1953 no hubo elecciones. Hubo un golpe por parte del General Gustavo Rojas Pinilla. Durante el Frente Nacional (1958-1974) hubo elecciones, pero la competencia fue reducida: se dio al interior de los partidos tradicionales, y no entre ellos: cada cual tenía una cuota que estableció el FN bajo el principio de la repartición paritaria de puestos.","2018-01-25 12:23:29","","2018-01-25 12:23:29",NA,"v2elcomcom",8,""
905222,15,484,400,NA,NA,"","Las elecciones nacionales en Colombia fueron en 2002, no en 2001 como aparece en las tablas. ","","","",NA,"v2elcomcom",8,""
27554561,15,489,400,NA,0,"","Political violence in Colombia has been endemic for decades. However, the violent confrontations are not directly related to the electoral process. They influence the quality of electoral competition but do not necessarily affect the elections results in a significant fashion.","2018-01-10 21:23:02","","2018-01-10 21:23:02",NA,"v2elcomcom",8,""
25556361,15,854,400,NA,0,"","La competitividad del sistema electoral, estuvo en entredicho por muchos años, el gobierno era practicamente de coalicion, el frente nacional alterno el poder por varias decadas y el votante seguia esta alternancia mostrando que no existia un apego a la ideologia particular de cada partido, las rupturas y la violencia generada por la falta de opciones politicas para el ciudadano comun, genero mucha inconsistencia en los resultados electorales, la historia mas reciente que muestra el surgimiento de nuevos partidos, asi como la obtencion de gobernaciones y alcaldias por parte de la izquierda muestra un avance en el entorno politico, sin embargo la izquierda no ha concretado un avance en elecciones presidenciales y  a nivel legislativo siguen siendo minoria. el voto femenino se instauro fue a partir de la eleccion de 1958","2017-01-24 12:28:31","","",NA,"v2elcomcom",8,""
20151776,15,4004,400,NA,NA,"","No comments. ","2016-01-18 01:00:17","","",NA,"v2elcomcom",8,""
24960869,15,4220,400,NA,0,"","Election paid campaign advertisement. There were elections in Colombia in 2014, but it does not allow me to select that year. The coding for that year is the same as for all other years. 

In 2016 there was a plebiscite. I was unable to select that year to answer questions related to elections, though. ","2017-01-20 01:20:16","","",NA,"v2elcomcom",8,""
28109388,15,4522,400,NA,0,"","There were no national elections in 2017.","2018-01-20 17:21:05","","2018-01-20 17:21:05",NA,"v2elcomcom",8,""
1272213,15,34,400,NA,NA,"","On question v2eldommon: In answering this question I was thinking not only of ""prohibitions"" to monitor by the government but also by other actors like guerrillas or paramilitary groups. In consultation with my regional manager, Gervasoni, I used the following cutpoint to determine when a year should receive a YES: if monitors could potentially monitor 80% of the country, I would code affirmatively. Please note that this question has low levels of certainty a) because there's no reliable to date to base my answer on b) I think there's a problem with the phrasing of the question. It should not be dichotomous. Perhaps a better answer option would be a range, allowing the coder to approximate the % of the territory that monitors were present in, or could potentially monitor, if allowed.","","","",NA,"v2elcomcom",7,""
13501546,15,267,400,NA,77,"2010-06-20","Difficult to compare the Colombian case to the others due to territorial violence.","","","",NA,"v2elcomcom",7,""
905222,15,484,400,NA,NA,"","Las elecciones nacionales en Colombia fueron en 2002, no en 2001 como aparece en las tablas. ","","","",NA,"v2elcomcom",7,""
25556361,15,854,400,NA,0,"","La competitividad del sistema electoral, estuvo en entredicho por muchos años, el gobierno era practicamente de coalicion, el frente nacional alterno el poder por varias decadas y el votante seguia esta alternancia mostrando que no existia un apego a la ideologia particular de cada partido, las rupturas y la violencia generada por la falta de opciones politicas para el ciudadano comun, genero mucha inconsistencia en los resultados electorales, la historia mas reciente que muestra el surgimiento de nuevos partidos, asi como la obtencion de gobernaciones y alcaldias por parte de la izquierda muestra un avance en el entorno politico, sin embargo la izquierda no ha concretado un avance en elecciones presidenciales y  a nivel legislativo siguen siendo minoria. el voto femenino se instauro fue a partir de la eleccion de 1958","2017-01-24 12:28:31","","",NA,"v2elcomcom",7,""
20151776,15,4004,400,NA,NA,"","No comments. ","2016-01-18 01:00:17","","",NA,"v2elcomcom",7,""
24960869,15,4220,400,NA,0,"","Election paid campaign advertisement. There were elections in Colombia in 2014, but it does not allow me to select that year. The coding for that year is the same as for all other years. 

In 2016 there was a plebiscite. I was unable to select that year to answer questions related to elections, though. ","2017-01-20 01:20:16","","",NA,"v2elcomcom",7,""
22024356,15,4236,400,NA,NA,"","I made a mistake in reapportionment question and filled years before 1820 when I shouldn´t have. 
","2017-02-09 10:00:44","historical","",NA,"v2elcomcom",7,""
25477506,15,4522,400,NA,0,"","Confidence scores reflect my knowledge or lack thereof -- not known disagreements among experts.","2017-01-23 22:20:02","","",NA,"v2elcomcom",7,""
50645185,15,6010,418,NA,0,"","En las elecciones subnacionales se suelen presentar mayores niveles de violencia política y electoral contra candidatos a alcaldes y concejales, con eventuales asesinatos, y amenazas para bajar candidaturas. ","2023-01-03 12:09:49","","2023-01-03 12:09:49",NA,"v2elcomsn",13,""
51634960,15,854,418,NA,0,"","no hubo elecciones subnacionales","2023-01-21 11:44:51","","2023-01-21 11:44:51",NA,"v2elcomsn",13,""
51663977,15,5994,418,NA,0,"","En las elecciones de 2022 los candidatos que pasaron a la segunda vuelta reflejaron un mapa electoral donde se evidenciaron tendencias políticas asociadas a regiones geográficas.","2023-01-22 01:19:21","","2023-01-22 01:19:21",NA,"v2elcomsn",13,""
51655324,15,5994,418,NA,0,"",NA,"2023-01-21 19:45:19","","2023-01-21 19:45:19",NA,"v2elcomsn",13,"2023-01-22 01:19:21"
48665915,15,854,418,NA,0,"","no hubo elecciones regionales en este año","2022-01-20 21:41:42","","2022-01-20 21:41:42",NA,"v2elcomsn",12,""
48043060,15,5994,418,NA,0,"",NA,"2022-01-17 02:52:01","","2022-01-17 02:52:01",NA,"v2elcomsn",12,""
48331840,15,6010,418,NA,0,"","A pesar del Acuerdo con las FARC, las estructuras criminales de la cocaína no y otras rentas ilícitas (oro, marihuana, armas, trata de personas, etc...) no se han acabado, sino que son continuadas por otros grupos o por los mismos desmovilizados en cabeza de otros representantes. Esto influye en la violencia ejercida contra líderes sociales locales y quienes intenten participar políticamente por fuera de las órdenes o supervisión del mafioso local de turno, que puede o no estar en alianza con otros actores regionales legales o ilegales. El Estado sigue sin hacer presencia efectiva en más de 100 municipios del país. ","2022-01-18 18:19:55","","2022-01-18 18:19:55",NA,"v2elcomsn",12,""
45527101,15,413,418,NA,0,"","None.","2021-01-31 17:27:53","","2021-01-31 17:27:53",NA,"v2elcomsn",11,""
45499732,15,854,418,NA,0,"","En 2020 no se realizaron elecciones subnacionales ","2021-01-31 12:03:11","","2021-01-31 12:03:11",NA,"v2elcomsn",11,""
42977228,15,4961,418,NA,0,"","N/A","2021-01-12 15:52:07","","2021-01-12 15:52:07",NA,"v2elcomsn",11,""
45012742,15,5994,418,NA,0,"",NA,"2021-01-25 07:01:40","","2021-01-25 07:01:40",NA,"v2elcomsn",11,""
13501548,15,267,418,NA,77,"2012-12-31","","2020-01-02 20:48:54","","",NA,"v2elcomsn",10,""
33054592,15,447,418,NA,0,"","","2020-01-02 20:48:54","","2019-01-28 18:34:49",NA,"v2elcomsn",10,""
36958002,15,489,418,NA,0,"","I found new information that led me to review and change the values ​​previously assigned to some variables. Specifically, at the levels of freedom and fairness of departmental elections, the new values ​​are based on the Indice de Transparencia de las Entidades Públicas (ITEP), 2015-2016 (available in https://indicedetransparencia.org.co/QueEs). ","2020-01-14 20:05:01","","2020-01-14 20:05:01",NA,"v2elcomsn",10,""
27987682,15,502,418,NA,0,"","","2020-01-02 20:48:54","","2018-01-18 21:26:15",NA,"v2elcomsn",10,""
41075709,15,854,418,NA,0,"","Las elecciones regionales de 2019 tuvieron aspectos interesantes en cuanto a la incursion de nuevos partidos y el triunfo de algunos de ellos en sectores donde tradicionalmente dominaban los partidos conservador y liberal ","2020-02-01 23:36:18","","2020-02-01 23:36:18",NA,"v2elcomsn",10,""
20188174,15,4004,418,NA,NA,"","","2020-01-02 20:48:54","","",NA,"v2elcomsn",10,""
